productid,category,groupid,name,alternate,price,color1,color2,color3,color4,color5,image1,image2,image3,image4,image5,country,city,state,timing,also_appears_in_category
com.flashforceapp.blackhawksaway,NA Pro Hockey,54,Chicago,Away,0.99,FFFFFF,000000,E3263A,,,,,,,,,,,6_4_2,
com.flashforceapp.avalancedefault,NA Pro Hockey,55,Colorado,Home,0.99,8B2942,01548A,A9B0B8,FFFFFF,000000,,,,,,USA,,Colorado,6_4_2_2_2,
com.flashforceapp.avalanceaway,NA Pro Hockey,55,Colorado,Away,0.99,FFFFFF,8B2942,01548A,A9B0B8,000000,,,,,,,,,6_4_2_2_2,
com.flashforceapp.avalancealt1,NA Pro Hockey,55,Colorado,Blue Alternate,0.99,01548A,8B2942,FFFFFF,,000000,,,,,,,,,6_4_2_2,
com.flashforceapp.coyotesdefault,NA Pro Hockey,56,Arizona,Home,0.99,841F27,FFFFFF,EFE1C6,000000,,,,,,,USA,,Arizona,6_4_2_2,
com.flashforceapp.coyotesaway,NA Pro Hockey,56,Arizona,Away,0.99,FFFFFF,841F27,EFE1C6,000000,,,,,,,,,,6_4_2_2,
com.flashforceapp.senatorsdefault,NA Pro Hockey,57,Ottawa,Home,0.99,E4173E,D69F0F,FFFFFF,000000,,,,,,,Canada,Ottawa,Ontario,6_4_2_2_2,
com.flashforceapp.senatorsaway,NA Pro Hockey,57,Ottawa,Away,0.99,FFFFFF,E4173E,D69F0F,000000,,,,,,,,,,6_4_2_2_2,
com.flashforceapp.senatorsalt1,NA Pro Hockey,57,Ottawa,Black Alternate,0.99,000000,E4173E,D69F0F,FFFFFF,,,,,,,,,,6_4_2_2,
com.flashforceapp.islandersdefault,NA Pro Hockey,58,New York (Brooklyn),Home,0.99,00529B,F57D31,FFFFFF,,,,,,,,USA,,New York,6_4_2,
com.flashforceapp.islandersaway,NA Pro Hockey,58,New York (Brooklyn),Away,0.99,FFFFFF,00529B,F57D31,,,,,,,,,,,6_4_2,
com.flashforceapp.canucksdefault,NA Pro Hockey,59,Vancouver,Home,0.99,07346F,047A4A,FFFFFF,A8A9AD,,,,,,,Canada,Vancouver,British Columbia,6_4_2_2,
com.flashforceapp.canucksaway,NA Pro Hockey,59,Vancouver,Away,0.99,FFFFFF,07346F,047A4A,A8A9AD,,,,,,,,,,6_4_2_2,
com.flashforceapp.flyersdefault,NA Pro Hockey,60,Philadelphia,Home,0.99,F47940,000000,FFFFFF,AA8670,,,,,,,USA,Philadelphia,Pennsylvania,6_4_2_2,
com.flashforceapp.flyersaway,NA Pro Hockey,60,Philadelphia,Away,0.99,FFFFFF,000000,F47940,AA8670,,,,,,,,,,6_4_2_2,
com.flashforceapp.flyersalt1,NA Pro Hockey,60,Philadelphia,Gold Alternate,0.99,F47940,000000,AA8670,,,,,,,,,,,6_4_2,
com.flashforceapp.saintsdefault,American Pro 🏈,61,New Orleans,Home,0.99,000000,968252,FFFFFF,,,,,,,,USA,New Orleans,Louisiana,6_4_2_2,
com.flashforceapp.saintsaway,American Pro 🏈,61,New Orleans,Away,0.99,FFFFFF,000000,968252,,,,,,,,,,,6_4_2_2,
com.flashforceapp.bearsdefault,American Pro 🏈,62,Chicago,Home,0.99,03202F,FFFFFF,DD4814,,,,,,,,USA,Chicago,Illinois,6_4_2,
com.flashforceapp.bearsaway,American Pro 🏈,62,Chicago,Away,0.99,FFFFFF,03202F,DD4814,,,,,,,,,,,6_4_2,
com.flashforceapp.bearsalt1,American Pro 🏈,62,Chicago,Orange Alternate,0.99,03202F,DD4814,,,,,,,,,,,,6_4,
com.flashforceapp.steelersdefault,American Pro 🏈,63,Pittsburgh,Home,0.99,000000,F2C800,FFFFFF,,,,,,,,USA,Pittsburgh,Pennsylvania,6_4_2,
com.flashforceapp.steelersaway,American Pro 🏈,63,Pittsburgh,Away,0.99,FFFFFF,F2C800,000000,,,,,,,,,,,6_4_2,
com.flashforceapp.steelersalt1,American Pro 🏈,63,Pittsburgh,Throwback,0.99,F2C800,000000,FFFCC8,,,,,,,,,,,6_4_2,
com.flashforceapp.patriotsdefault,American Pro 🏈,64,New England,Home,0.99,0D254C,D6D6D6,C80815,FFFFFF,,,,,,,USA,New England,,6_4_2_2,
com.flashforceapp.patriotsaway,American Pro 🏈,64,New England,Away,0.99,FFFFFF,0D254C,C80815,,,,,,,,,,,6_4_2,
com.flashforceapp.patriotsalt1,American Pro 🏈,64,New England,Red Alternate,0.99,C80815,FFFFFF,0D254C,,,,,,,,,,,6_4_2,
com.flashforceapp.jetsdefault,American Pro 🏈,65,New York 2,Home,0.99,0C371D,FFFFFF,,,,,,,,,USA,,New York,6_4,
com.flashforceapp.jetsaway,American Pro 🏈,65,New York 2,Away,0.99,FFFFFF,0C371D,,,,,,,,,,,,6_4,
com.flashforceapp.panthersdefault,American Pro 🏈,66,Carolina,Home,0.99,000000,0088CE,A5ACAF,FFFFFF,,,,,,,USA,Carolina,,6_4_2_2_2,
com.flashforceapp.panthersaway,American Pro 🏈,66,Carolina,Away,0.99,FFFFFF,0088CE,000000,,,,,,,,,,,6_4_2_2,
com.flashforceapp.panthersalt1,American Pro 🏈,66,Carolina,Blue Alternate,0.99,0088CE,000000,FFFFFF,,,,,,,,,,,6_4_2,
com.flashforceapp.fortyninersdefault,American Pro 🏈,67,San Francisco,Home,0.99,AF1E2C,E6BE8A,FFFFFF,,,,,,,,USA,San Francisco,California,6_4_2,
com.flashforceapp.fortyninersaway,American Pro 🏈,67,San Francisco,Away,0.99,FFFFFF,E6BE8A,AF1E2C,,,,,,,,,,,6_4_2,
com.flashforceapp.buccaneersdefault,American Pro 🏈,68,Tampa Bay,Home,0.99,D60A0B,FFFFFF,89765F,FF7A00,000000,,,,,,USA,Tampa Bay,Florida,6_4_2_2_2,
com.flashforceapp.buccaneersaway,American Pro 🏈,68,Tampa Bay,Away,0.99,FFFFFF,89765F,D60A0B,FF7A00,000000,,,,,,,,,6_4_2_2_2,
com.flashforceapp.eaglesdefault,American Pro 🏈,69,Philadelphia,Home,0.99,003B48,FFFFFF,708090,C0C0C0,000000,,,,,,USA,Philadelphia,Pennsylvania,6_4_2_2_2,
com.flashforceapp.eaglesaway,American Pro 🏈,69,Philadelphia,Away,0.99,FFFFFF,003B48,708090,C0C0C0,000000,,,,,,,,,6_4_2_2_2,
com.flashforceapp.eaglesalt1,American Pro 🏈,69,Philadelphia,Black Alternate,0.99,000000,FFFFFF,003B48,708090,C0C0C0,,,,,,,,,6_4_2_2_2,
com.flashforceapp.coltsdefault,American Pro 🏈,70,Indianapolis,Home,0.99,003B7B,FFFFFF,,,,,,,,,USA,Indianapolis,Indiana,6_4,
com.flashforceapp.coltsaway,American Pro 🏈,70,Indianapolis,Away,0.99,FFFFFF,003B7B,,,,,,,,,,,,6_4,
com.flashforceapp.seahawksdefault,American Pro 🏈,71,Seattle,Home,0.99,06192E,ACB6BC,4EAE47,,,,,,,,USA,Seattle,Washington,6_4_2,
com.flashforceapp.seahawksaway,American Pro 🏈,71,Seattle,Away,0.99,FFFFFF,ACB6BC,06192E,4EAE47,,,,,,,,,,6_4_2_2,
com.flashforceapp.seahawksalt1,American Pro 🏈,71,Seattle,Gray Alternate,0.99,ACB6BC,06192E,4EAE47,,,,,,,,,,,6_4_2,
com.flashforceapp.cardinalsdefault,American Pro 🏈,72,Arizona,Home,0.99,870619,FFFFFF,000000,,,,,,,,USA,,Arizona,6_4_2,
com.flashforceapp.cardinalsaway,American Pro 🏈,72,Arizona,Away,0.99,FFFFFF,870619,000000,,,,,,,,,,,6_4_2,
com.flashforceapp.cardinalsalt1,American Pro 🏈,72,Arizona,Alternate,0.99,111C24,97233F,,,,,,,,,USA,,Arizona,6_4,
com.flashforceapp.falconsdefault,American Pro 🏈,73,Atlanta,Home,0.99,BD0D18,FFFFFF,000000,,,,,,,,USA,Atlanta,Georgia,6_4_2,
com.flashforceapp.falconsaway,American Pro 🏈,73,Atlanta,Away,0.99,FFFFFF,BD0D18,000000,,,,,,,,,,,6_4_2,
com.flashforceapp.falconsalt1,American Pro 🏈,73,Atlanta,Black Alternate,0.99,000000,FFFFFF,BD0D18,,,,,,,,,,,6_4_2,
com.flashforceapp.texansdefault,American Pro 🏈,74,Houston,Home,0.99,02253A,FFFFFF,B31B34,,,,,,,,USA,Houston,Texas,6_4_2,
com.flashforceapp.texansaway,American Pro 🏈,74,Houston,Away,0.99,FFFFFF,02253A,B31B34,,,,,,,,,,,6_4_2,
com.flashforceapp.texansalt1,American Pro 🏈,74,Houston,Red Alternate,0.99,B31B34,FFFFFF,02253A,,,,,,,,,,,6_4_2,
com.flashforceapp.titansdefault,American Pro 🏈,75,Tennessee,Home,0.99,648FCC,000080,FFFFFF,C0C0C0,FF0000,,,,,,USA,,Tennessee,6_4_2_2_2,
com.flashforceapp.titansaway,American Pro 🏈,75,Tennessee,Away,0.99,FFFFFF,648FCC,000080,C0C0C0,FF0000,,,,,,,,,6_4_2_2_2,
com.flashforceapp.titansalt1,American Pro 🏈,75,Tennessee,Blue Alternate,0.99,000080,FFFFFF,648FCC,C0C0C0,FF0000,,,,,,,,,6_4_2_2_2,
com.flashforceapp.brownsdefault,American Pro 🏈,76,Cleveland,Home,0.99,26201E,FFFFFF,E34912,,,,,,,,USA,Cleveland,Ohio,6_4_2,
com.flashforceapp.brownsaway,American Pro 🏈,76,Cleveland,Away,0.99,FFFFFF,E34912,26201E,,,,,,,,,,,6_4_2,
com.flashforceapp.brownsalt1,American Pro 🏈,76,Cleveland,Orange Alternate,0.99,E34912,26201E,FFFFFF,,,,,,,,,,,6_4_2,
com.flashforceapp.bengalsdefault,American Pro 🏈,77,Cincinnati,Home,0.99,000000,FFFFFF,FB4F14,,,,,,,,USA,Cincinatti,Ohio,6_4_2,
com.flashforceapp.bengalsaway,American Pro 🏈,77,Cincinnati,Away,0.99,FFFFFF,000000,FB4F14,,,,,,,,,,,6_4_2,
com.flashforceapp.bengalsalt1,American Pro 🏈,77,Cincinnati,Orange Alternate,0.99,FB4F14,FFFFFF,000000,,,,,,,,,,,6_4_2,
com.flashforceapp.raidersdefault,American Pro 🏈,78,Oakland,Home,0.99,000000,C4C8CB,FFFFFF,,,,,,,,USA,Oakland,California,6_4_2,
com.flashforceapp.raidersaway,American Pro 🏈,78,Oakland,Away,0.99,FFFFFF,C4C8CB,000000,,,,,,,,,,,6_4_2,
com.flashforceapp.billsdefault,American Pro 🏈,79,Buffalo,Home,0.99,00338D,FFFFFF,C60C30,,,,,,,,USA,Buffalo,New York,6_4_2,
com.flashforceapp.billsaway,American Pro 🏈,79,Buffalo,Away,0.99,FFFFFF,00338D,C60C30,,,,,,,,,,,6_4_2,
com.flashforceapp.billsalt1,American Pro 🏈,79,Buffalo,White Alternate,0.99,FFFFFF,00338D,FFFFFF,C60C30,,,,,,,,,,6_4_2_2,
com.flashforceapp.chargersdefault,American Pro 🏈,80,San Diego,Home,0.99,08214A,FFFFFF,EEC607,,,,,,,,USA,San Diego,California,6_4_2,
com.flashforceapp.chargersaway,American Pro 🏈,80,San Diego,Away,0.99,FFFFFF,08214A,EEC607,,,,,,,,,,,6_4_2,
com.flashforceapp.chargersalt1,American Pro 🏈,80,San Diego,Powder Blue,0.99,0072CE,FFFFFF,EEC607,08214A,,,,,,,,,,6_4_2_2,
com.flashforceapp.dolphicsdefault,American Pro 🏈,81,Miami,Home,0.99,008d97,FFFFFF,F5811F,015679,,,,,,,USA,Miami,Florida,6_4_2_2,
com.flashforceapp.dolphicsaway,American Pro 🏈,81,Miami,Away,0.99,FFFFFF,008d97,F5811F,015679,,,,,,,,,,6_4_2_2,
com.flashforceapp.giantsdefault,American Pro 🏈,82,New York,Home,0.99,192F6B,808080,FFFFFF,CA001A,,,,,,,USA,,New York,6_4_2_2,
com.flashforceapp.giantsaway,American Pro 🏈,82,New York,Away,0.99,FFFFFF,808080,CA001A,192F6B,,,,,,,,,,6_4_2_2,
com.flashforceapp.ramsdefault,American Pro 🏈,83,St Louis,Home,0.99,13264B,C9AF74,FFFFFF,,,,,,,,USA,St Louis,Missouri,6_4_2,
com.flashforceapp.ramsaway,American Pro 🏈,83,St Louis,Away,0.99,FFFFFF,13264B,C9AF74,,,,,,,,,,,6_4_2,
com.flashforceapp.ramsalt1,American Pro 🏈,83,St Louis,Yellow Alternate,0.99,222b56,fee01c,FFFFFF,,,,,,,,,,,6_4_2,
com.flashforceapp.jaguarsdefault,American Pro 🏈,84,Jacksonville,Home,0.99,000000,FFFFFF,007198,D0B239,,,,,,,USA,Jacksonville,Mississippi,6_4_2_2,
com.flashforceapp.jaguarsaway,American Pro 🏈,84,Jacksonville,Away,0.99,FFFFFF,007198,000000,D0B239,,,,,,,,,,6_4_2_2,
com.flashforceapp.jaguarsalt1,American Pro 🏈,84,Jacksonville,Green Alternate,0.99,007198,000000,D0B239,FFFFFF,,,,,,,,,,6_4_2_2,
com.flashforceapp.ravensdefault,American Pro 🏈,85,Baltimore,Home,0.99,280353,FFFFFF,000000,D0B240,,,,,,,USA,Baltimore,Maryland,6_4_2_2,
com.flashforceapp.ravensaway,American Pro 🏈,85,Baltimore,Away,0.99,FFFFFF,000000,280353,D0B240,,,,,,,,,,6_4_2_2,
com.flashforceapp.ravensalt1,American Pro 🏈,85,Baltimore,Black Alternate,0.99,000000,FFFFFF,280353,D0B240,,,,,,,,,,6_4_2_2,
com.flashforceapp.lionsdefault,American Pro 🏈,86,Detroit,Home,0.99,006DB0,C5C7CF,FFFFFF,000000,,,,,,,USA,Detroit,Michigan,6_4_2_2,
com.flashforceapp.lionsaway,American Pro 🏈,86,Detroit,Away,0.99,FFFFFF,C5C7CF,006DB0,000000,,,,,,,,,,6_4_2_2,
com.flashforceapp.chiefsdefault,American Pro 🏈,87,Kansas City,Home,0.99,B20032,FFFFFF,F2C800,,,,,,,,USA,Kansas City,Missouri,6_4_2,
com.flashforceapp.chiefsaway,American Pro 🏈,87,Kansas City,Away,0.99,FFFFFF,B20032,F2C800,,,,,,,,,,,6_4_2,
com.flashforceapp.broncosdefault,American Pro 🏈,88,Denver,Home,0.99,FB4F14,FFFFFF,002244,,,,,,,,USA,Denver,Colorado,6_4_2,
com.flashforceapp.broncosaway,American Pro 🏈,88,Denver,Away,0.99,FFFFFF,002244,FB4F14,,,,,,,,,,,6_4_2,
com.flashforceapp.broncosalt1,American Pro 🏈,88,Denver,Blue Alternate,0.99,002244,FB4F14,FFFFFF,,,,,,,,,,,6_4_2,
com.flashforceapp.redskinsdefault,American Pro 🏈,89,Washington,Home,0.99,773141,FFB612,FFFFFF,,,,,,,,USA,Washington,DC,6_4_2,
com.flashforceapp.redskinsaway,American Pro 🏈,89,Washington,Away,0.99,FFFFFF,FFB612,773141,,,,,,,,,,,6_4_2,
com.flashforceapp.redskinsalt1,American Pro 🏈,89,Washington,Gold Alternate,0.99,7d0008,b7b477,c38700,FFFFFF,,,,,,,,,,6_4_2_2,
com.flashforceapp.packersdefault,American Pro 🏈,90,Green Bay,Home,0.99,213D30,FFCC00,FFFFFF,,,,,,,,USA,Green Bay,Wisconsin,6_4_2,
com.flashforceapp.packersaway,American Pro 🏈,90,Green Bay,Away,0.99,FFFFFF,FFCC00,213D30,,,,,,,,,,,6_4_2,
com.flashforceapp.packersalt1,American Pro 🏈,90,Green Bay,Blue Alternate,0.99,13006a,e5dfaf,ffcf00,,,,,,,,,,,6_4_2,
com.flashforceapp.vikingsdefault,American Pro 🏈,91,Minnesota,Home,0.99,4F2682,FFFFFF,FFC52F,,,,,,,,USA,,Minnesota,6_4_2,
com.flashforceapp.vikingsaway,American Pro 🏈,91,Minnesota,Away,0.99,FFFFFF,4F2682,FFC52F,,,,,,,,,,,6_4_2,
com.flashforceapp.cowboysdefault,American Pro 🏈,92,Dallas,Home,0.99,002244,8C8B8A,FFFFFF,,,,,,,,USA,Dallas,Texas,6_4_2,
com.flashforceapp.cowboysaway,American Pro 🏈,92,Dallas,Away,0.99,FFFFFF,8C8B8A,00338D,,,,,,,,,,,6_4_2,
com.flashforceapp.cowboysalt1,American Pro 🏈,92,Dallas,White Alternate,0.99,002244,FFFFFF,,,,,,,,,,,,6_4,
com.flashforceapp.firedefault,American Pro ⚽,93,Chicago,Home,0.99,AF2626,0A174A,8A8D8F,,,,,,,,USA,Chiago,Illinois,6_4_2,
com.flashforceapp.revolutiondefault,American Pro ⚽,94,New England,Home,0.99,0A2141,D80016,FFFFFF,,,,,,,,USA,New England,,6_4_2,
com.flashforceapp.torontofcdefault,American Pro ⚽,95,Toronto,Home,0.99,D80016,313F49,A1AAAD,,,,,,,,Canada,Toronto,Ontario,6_4_2,
com.flashforceapp.fcdallasdefault,American Pro ⚽,96,Dallas,Home,0.99,CF0032,07175C,8A8D8F,,,,,,,,USA,Dallas,Texas,6_4_2,
com.flashforceapp.timbersdefault,American Pro ⚽,97,Portland,Home,0.99,004812,EBE72B,FFFFFF,,,,,,,,USA,Portland,Oregon,6_4_2,
com.flashforceapp.nycfcdefault,American Pro ⚽,98,New York City,Home,0.99,6CADDF,00285E,28295c,,,,,,,,USA,New York,,6_4_2_2,
com.flashforceapp.redbullsdefault,American Pro ⚽,99,New York,Home,0.99,D50031,FFC800,FFFFFF,,,,,,,,USA,New York,,6_4_2,
com.flashforceapp.impactdefault,American Pro ⚽,100,Montreal,Home,0.99,122089,000000,7A878F,,,,,,,,Canada,Montreal,Quebec,6_4_2,
com.flashforceapp.dcuniteddefault,American Pro ⚽,101,DC,Home,0.99,000000,DD0000,,,,,,,,,USA,Washington,DC,6_4,
com.flashforceapp.crewdefault,American Pro ⚽,102,Columbus,Home,0.99,000000,FFDB00,8A8D8F,,,,,,,,USA,Columbus,Ohio,6_4_2,
com.flashforceapp.earthquakesdefault,American Pro ⚽,103,San Jose,Home,0.99,0051BA,000000,B1B4B2,,,,,,,,USA,San Jose,California,6_4_2,
com.flashforceapp.uniondefault,American Pro ⚽,104,Philadelphia,Home,0.99,001B2D,B18500,348AE1,,,,,,,,USA,,Philadelphia,6_4_2,
com.flashforceapp.rapidsdefault,American Pro ⚽,105,Colorado,Home,0.99,91022D,85B7EA,8A8D8F,313F49,,,,,,,USA,Denver,Colorado,6_4_2_2,
com.flashforceapp.sportingkcdefault,American Pro ⚽,106,Kansas City,Home,0.99,A4BBD7,0A2141,787775,,,,,,,,USA,Kansas City,Kansas,6_4_2,
com.flashforceapp.soundersfcdefault,American Pro ⚽,107,Seattle,Home,0.99,4F8A10,11568C,212930,,,,,,,,USA,Seattle,Washington,6_4_2,
com.flashforceapp.chivasusadefault,American Pro ⚽,108,Chivas,Home,0.99,AA002C,031A43,FFC800,,,,,,,,USA,Los Angeles,California,6_4_2,
com.flashforceapp.orlandoscdefault,American Pro ⚽,109,Orlando,Home,0.99,633492,FDE192,,,,,,,,,USA,Orlando,Florida,6_4,
com.flashforceapp.realsldefault,American Pro ⚽,110,Salt Lake,Home,0.99,A50531,013474,F2D11A,,,,,,,,USA,Salt Lake,Utah,6_4_2,
com.flashforceapp.whitecapsfcdefault,American Pro ⚽,111,Vancouver,Home,0.99,12264C,85B7EA,838383,,,,,,,,Canada,Vancouver,British Columbia,6_4_2,
com.flashforceapp.dynamodefault,American Pro ⚽,112,Houston,Home,0.99,F36600,2E2926,85B7EA,,,,,,,,USA,Houston,Texas,6_4_2,
com.flashforceapp.lagalaxydefault,American Pro ⚽,113,Los Angeles,Home,0.99,00245D,004689,F1AA00,FFD200,,,,,,,USA,Los Angeles,California,6_4_2_2,
com.flashforceapp.knicksdefault,American Pro 🏀,114,New York,Home,0.99,0953A0,FF7518,C0C0C0,,,,,,,,USA,,New York,6_4_2,
com.flashforceapp.lakersdefault,American Pro 🏀,115,Los Angeles,Home,0.99,4A2583,F5AF1B,,,,,,,,,USA,Los Angeles,California,6_4,
com.flashforceapp.grizzliesdefault,American Pro 🏀,116,Memphis,Home,0.99,001F70,7399C6,BED4E9,FDB927,,,,,,,USA,Memphis,Tennessee,6_4_2_2,
com.flashforceapp.spursdefault,American Pro 🏀,117,San Antonio,Home,0.99,000000,BEC8C9,,,,,,,,,USA,San Antonio,Texas,6_4,
com.flashforceapp.pelicansdefault,American Pro 🏀,118,New Orleans,Home,0.99,002B5C,B4975A,E31836,,,,,,,,USA,New Orleans,Louisiana,6_4_2,
com.flashforceapp.rocketsdefault,American Pro 🏀,119,Houston,Home,0.99,CE1138,CCCCCC,000000,,,,,,,,USA,Houston,Texas,6_4_2,
com.flashforceapp.pistonsdefault,American Pro 🏀,120,Detroit,Home,0.99,00519A,EB003C,041e40,,,,,,,,USA,Detroit,Michigan,6_4_2,
com.flashforceapp.celticsdefault,American Pro 🏀,121,Boston,Home,0.99,FFFFFF,009E60,,,,,,,,,USA,Boston,Massachusetts,6_4,
com.flashforceapp.heatdefault,American Pro 🏀,122,Miami,Home,0.99,000000,B62630,FF9F00,,,,,,,,USA,Miami,Florida,6_4_2,
com.flashforceapp.magicdefault,American Pro 🏀,123,Orlando,Home,0.99,0047AB,000000,708090,,,,,,,,USA,Orlando,Florida,6_4_2,
com.flashforceapp.trailblazersdefault,American Pro 🏀,124,Portland,Home,0.99,F0163A,B6BFBF,000000,,,,,,,,USA,Portland,Oregon,6_4_2,
com.flashforceapp.warriorsdefault,American Pro 🏀,125,Golden State,Home,0.99,04529C,FFCC33,,,,,,,,,USA,Golden State,California,6_4,
com.flashforceapp.bullsdefault,American Pro 🏀,126,Chicago,Home,0.99,D4001F,FFFFFF,000000,,,,,,,,USA,Chicago,Illinois,6_4_2,
com.flashforceapp.wizardsdefault,American Pro 🏀,127,Washington,Home,0.99,002B5C,E31837,C4CDD4,,,,,,,,USA,Washington,DC,6_4_2,
com.flashforceapp.mavericksdefault,American Pro 🏀,128,Dallas,Home,0.99,0b60AD,072156,A9A9A9,,,,,,,,USA,Dallas,Texas,6_4_2,
com.flashforceapp.timerwolvesdefault,American Pro 🏀,129,Minnesota,Home,0.99,0F4D92,000000,8C92AC,50C878,,,,,,,USA,,Minnesota,6_4_2_2,
com.flashforceapp.clippersdefault,American Pro 🏀,130,Los Angeles 2,Home,0.99,EE2944,146AA2,,,,,,,,,USA,Los Angeles,California,6_4,
com.flashforceapp.thunderdefault,American Pro 🏀,131,Oklahoma City,Home,0.99,007DC3,F05133,FDBB30,002D62,,,,,,,USA,Oklahoma City,Oklahoma,6_4_2_2,
com.flashforceapp.hornetsdefault,American Pro 🏀,132,Charlotte,Home,0.99,1D1160,008CA8,A1A1A4,,,,,,,,USA,Charlotte,North Carolina,6_4_2,
com.flashforceapp.bucksdefault,American Pro 🏀,133,Milwaukee,Home,0.99,003614,C0C0C0,,,,,,,,,USA,Milwaukee,Wisconsin,6_4,
com.flashforceapp.raptorsdefault,American Pro 🏀,134,Toronto,Home,0.99,B31B1B,000000,708090,,,,,,,,Canada,Toronto,Ontario,6_4_2,
com.flashforceapp.jazzdefault,American Pro 🏀,135,Utah,Home,0.99,00275D,FF9100,0D4006,B5B5B5,,,,,,,USA,,Utah,6_4_2_2,
com.flashforceapp.sunsdefault,American Pro 🏀,136,Phoenix,Home,0.99,1C105E,E65F20,000000,B1B3B3,,,,,,,USA,Phoenix,Arizona,6_4_2_2,
com.flashforceapp.sackingsdefault,American Pro 🏀,137,Sacramento,Home,0.99,753BBD,000000,8A8D8F,,,,,,,,USA,Sacramento,California,6_4_2,
com.flashforceapp.sevsixersdefault,American Pro 🏀,138,Philadelphia,Home,0.99,0046AD,D0103A,,,,,,,,,USA,Philadelphia,Pennsylvania,6_4,
com.flashforceapp.cavaliersdefault,American Pro 🏀,139,Cleveland,Home,0.99,860038,FDBB30,002D62,,,,,,,,USA,Cleveland,Ohio,6_4_2,
com.flashforceapp.hawksdefault,American Pro 🏀,140,Atlanta,Home,0.99,000080,FF0000,C0C0C0,,,,,,,,USA,Atlanta,Georgia,6_4_2,
com.flashforceapp.netsdefault,American Pro 🏀,141,Brooklyn,Home,0.99,FFFFFF,000000,,,,,,,,,USA,Brooklyn,New York,6_4,
com.flashforceapp.pacersdefault,American Pro 🏀,142,Indiana,Home,0.99,092C57,FFC322,C0C0C0,,,,,,,,USA,,Indiana,6_4_2,
com.flashforceapp.nuggetsdefault,American Pro 🏀,143,Denver,Home,0.99,4b90CD,FDB827,002D62,,,,,,,,USA,Denver,Colorado,6_4_2,
com.flashforceapp.afghanistan,National Soccer ⚽,144,Afghanistan 🇦🇫,Home,0.99,bf0000,009900,000000,,,,,,,,Afghanistan 🇦🇫,,,6_4_2,
com.flashforceapp.australia,National Soccer ⚽,145,Australia 🇦🇺,Home,0.99,fcd116,008751,ffffff,,,,,,,,Australia 🇦🇺,,,6_4_2,
com.flashforceapp.bahrain,National Soccer ⚽,146,Bahrain 🇧🇭,Home,0.99,ce1126,ffffff,,,,,,,,,Bahrain 🇧🇭,,,6_4,
com.flashforceapp.bangladesh,National Soccer ⚽,147,Bangladesh 🇧🇩,Home,0.99,006a4e,f42a41,,,,,,,,,Bangladesh 🇧🇩,,,6_4,
com.flashforceapp.bhutan,National Soccer ⚽,148,Bhutan 🇧🇹,Home,0.99,ff4e12,ffd520,,,,,,,,,Bhutan 🇧🇹,,,6_4,
com.flashforceapp.bruneidarussalam,National Soccer ⚽,149,Brunei 🇧🇳,Home,0.99,f7e017,000000,ffffff,,,,,,,,Brunei 🇧🇳,,,6_4_2,
com.flashforceapp.cambodia,National Soccer ⚽,150,Cambodia 🇰🇭,Home,0.99,e00025,032ea1,ffffff,,,,,,,,Cambodia 🇰🇭,,,6_4_2,
com.flashforceapp.chinapr,National Soccer ⚽,151,China PR 🇨🇳,Home,0.99,ffffff,de2910,,,,,,,,,China PR 🇨🇳,,,6_4,
com.flashforceapp.chinesetaipei,National Soccer ⚽,152,Taiwan 🇹🇼,Home,0.99,000095,ffffff,fe0000,,,,,,,,Taiwan 🇹🇼,,,6_4_2,
com.flashforceapp.guam,National Soccer ⚽,153,Guam 🇬🇺,Home,0.99,00297b,ffffff,,,,,,,,,Guam 🇬🇺,,,6_4,
com.flashforceapp.hongkong,National Soccer ⚽,154,Hong Kong 🇭🇰,Home,0.99,de2910,ffffff,,,,,,,,,Hong Kong 🇭🇰,,,6_4,
com.flashforceapp.india,National Soccer ⚽,155,India 🇮🇳,Home,0.99,000088,ffffff,,,,,,,,,India 🇮🇳,,,6_4,
com.flashforceapp.indonesia,National Soccer ⚽,156,Indonesia 🇮🇩,Home,0.99,ce1126,ffffff,,,,,,,,,Indonesia 🇮🇩,,,6_4,
com.flashforceapp.iran,National Soccer ⚽,157,Iran 🇮🇷,Home,0.99,ffffff,da0000,239f40,,,,,,,,Iran 🇮🇷,,,6_4_2,
com.flashforceapp.iraq,National Soccer ⚽,158,Iraq 🇮🇶,Home,0.99,007a3d,000000,ffffff,,,,,,,,Iraq 🇮🇶,,,6_4_2,
com.flashforceapp.japan,National Soccer ⚽,159,Japan 🌸,Home,0.99,ffffff,bc002d,,,,,,,,,Japan 🌸,,,6_4,
com.flashforceapp.jordan,National Soccer ⚽,160,Jordan 🇯🇴,Home,0.99,ffffff,ce1126,,,,,,,,,Jordan 🇯🇴,,,6_4,
com.flashforceapp.koreadpr,National Soccer ⚽,161,South Korea 🇰🇷,Home,0.99,ed1c27,024fa2,ffffff,,,,,,,,South Korea 🇰🇷,,,6_4_2,
com.flashforceapp.korearepublic,National Soccer ⚽,162,North Korea 🇰🇵,Home,0.99,c60c30,003478,,,,,,,,,North Korea 🇰🇵,,,6_4,
com.flashforceapp.kuwait,National Soccer ⚽,163,Kuwait 🇰🇼,Home,0.99,007a3d,ffffff,,,,,,,,,Kuwait 🇰🇼,,,6_4,
com.flashforceapp.kyrgyzstan,National Soccer ⚽,164,Kyrgyzstan 🇰🇬,Home,0.99,e8112d,ffef00,,,,,,,,,Kyrgyzstan 🇰🇬,,,6_4,
